x,y
0.639500052,0.447238941
0.733108705,0.780147034
0.332719319,0.17311887
0.494338754,0.640017837
0.304167985,0.29229173
0.246003906,0.138948488
0.224252396,0.063725204
0.15636798,0.484577657
0.646011554,0.859453241
0.9573987,0.722066347
0.28043408,0.523874423
0.779418395,0.096602462
0.296654753,0.68508863
0.803451839,0.666256592
0.259189462,0.825147769
0.346008009,0.99816618
0.066486538,0.401079985
0.760411573,0.683424049
0.408952615,0.559296761
0.47261373,0.880614949
0.692334128,0.37011983
0.76603465,0.28974365
0.414478219,0.89726157
0.77149444,0.612334428
0.272129838,0.709657231
0.688907574,0.682776035
0.66574742,0.241215669
0.576057542,0.002183708
0.481304272,0.369154556
0.726200627,0.787615373
0.418040594,0.939171264
0.021208026,0.90005533
0.94601044,0.979837356
0.388804256,0.25477491
0.160632697,0.350991017
0.453359613,0.804113362
0.857928349,0.421732108
0.255823647,0.926596429
0.368564316,0.766362358
0.17502853,0.251860892
0.957420051,0.422432856
0.769828973,0.966056405
0.071188711,0.502258503
0.26461506,0.680717685
0.471928702,0.848346103
0.976657467,0.865626969
0.569261867,0.10810992
0.787400826,0.476163123
0.930888924,0.788885535
0.197244428,0.367904459
0.604505175,0.304006131
0.453075768,0.244873839
0.23702846,0.987149094
0.07931809,0.756370231
0.593246287,0.830611638
0.367308848,0.366457005
0.122228255,0.844477809
0.564451395,0.074609113
0.920643465,0.772525587
0.690044138,0.125849716
0.512282459,0.004104878
0.010933876,0.085365134
0.888892601,0.727471591
0.200997311,0.150186232
0.903877464,0.141164526
0.322038875,0.437046572
0.452580022,0.582927888
0.281054783,0.62356206
0.956385833,0.484728341
0.222448213,0.746826989
0.175503672,0.80340659
0.462834611,0.359882136
0.417704969,0.2090652
0.187883865,0.801377416
0.271305529,0.472815833
0.169749393,0.569768404
0.944315002,0.138673374
0.822337557,0.008143789
0.719038524,0.146292984
0.387755097,0.875162306
0.322112018,0.023212192
0.040064224,0.754690969
0.163873419,0.971573352
0.635156325,0.164111279
0.033839142,0.01521858
0.794379553,0.061736719
0.009849056,0.488328393
0.413086828,0.736789939
0.807861425,0.279382806
0.774434727,0.856156452
0.833292628,0.194411318
0.223417507,0.273468194
0.966357716,0.916431574
0.907578032,0.751442604
0.392392643,0.345598105
0.992144003,0.458104194
0.388332131,0.721036763
0.358740511,0.46449949
0.731818821,0.984347026
0.357773357,0.444232691
0.630122161,0.549500776
0.634518784,0.507921534
0.952118888,0.222589567
0.832646269,0.751160201
0.863309806,0.000569549
0.786497265,0.369933642
0.521415224,0.323216607
0.454612659,0.089622187
0.897734741,0.492056714
0.597354335,0.86951236
0.206559093,0.891240258
0.394656189,0.638488169
0.588207558,0.361681685
0.887606293,0.596810961
0.550139058,0.019039544
0.589368964,0.703293377
0.773827043,0.751950444
0.631888367,0.211622721
0.110334481,0.319409281
0.195486592,0.932769544
0.138293806,0.278666136
0.304803123,0.018250258
0.556915412,0.979871101
0.5137469,0.991703481
0.081128453,0.972088059
0.797775376,0.721555643
0.867367257,0.44782856
0.897354665,0.097867225
0.258642147,0.046365016
0.687410578,0.820150068
0.434164153,0.156357166
0.050718094,0.314229831
0.21402973,0.591839308
0.902453729,0.300664744
0.544006779,0.796670065
0.444424997,0.534632665
0.198204473,0.214753613
0.985106649,0.030838284
0.525175678,0.491658611
0.828959416,0.947323103
0.771201724,0.03968141
0.684774016,0.896912404
0.805675141,0.95344586
0.906733452,0.847275093
0.322702868,0.905976596
0.808673274,0.263521598
0.513794244,0.752350546
0.209942993,0.208403036
0.102524638,0.311292313
0.282892141,0.970759799
0.323778004,0.153737827
0.259467764,0.527235542
0.321429011,0.396524637
0.624430266,0.154008589
0.564858016,0.177083555
0.216696673,0.954799476
0.112083586,0.858158417
0.947275612,0.251003661
0.889218882,0.539028083
0.074891227,0.716138342
0.763299043,0.037938374
0.942497646,0.359073914
0.125416113,0.349211295
0.808188056,0.829112135
0.277608676,0.823685301
0.947016939,0.671276185
0.703273438,0.135089285
0.233036015,0.581529903
0.282702137,0.112640883
0.845472861,0.969005661
0.523834752,0.154913915
0.083854654,0.218888578
0.621827202,0.062302723
0.733035653,0.393964831
0.777609765,0.734857507
0.536920841,0.16548003
0.06063209,0.265877512
0.224014307,0.292911785
0.543358538,0.411908511
0.191852872,0.63150471
0.854017183,0.186606031
0.857610091,0.784754717
0.118115636,0.317904069
0.0502826,0.370566533
0.368077742,0.500648594
0.407375761,0.358297398
0.117931218,0.645459813
0.422588171,0.044507937
0.501161793,0.227229736
0.680198228,0.660758714
0.489343303,0.183852403
0.691486313,0.226749707
0.887448422,0.589208051
0.728781117,0.410497104
0.459722294,0.932419486
0.455479942,0.47477968
0.072609942,0.435197336
0.106185109,0.324545344
0.202764159,0.348231861
0.497686054,0.62057637
0.741385093,0.873684324
0.500537973,0.194329349
0.768632914,0.095402636
0.954892954,0.742184939
0.627019346,0.320448604
0.845836407,0.797518557
0.183077177,0.947265546
0.887655767,0.818223644
0.108598813,0.441640343
0.448891892,0.248135689
0.65974875,0.68503051
0.624383939,0.871613049
0.481383053,0.880208587
0.414976995,0.919448107
0.421004698,0.450204145
0.528614591,0.504203281
0.670724544,0.37502145
0.548869756,0.411401909
0.458949331,0.197297168
0.046795831,0.883487895
0.510347954,0.388078577
0.857234267,0.602351885
0.337672079,0.217083315
0.792368384,0.866233232
0.600897128,0.674777043
0.35891437,0.446579608
0.616810399,0.730195024
0.13112986,0.123441471
0.700108194,0.664474052
0.335813553,0.662964698
0.387456989,0.681926104
0.497635487,0.802683464
0.118589289,0.423649252
0.760360936,0.380860482
0.510840466,0.360354316
0.320939881,0.852456655
0.417704573,0.620394638
0.086690476,0.276009474
0.026547185,0.715300516
0.891113736,0.181601578
0.803232978,0.778119727
0.50475574,0.829989892
0.89102031,0.457931798
0.705788999,0.305294581
0.589306897,0.580638478
0.983195818,0.563455176
0.104462382,0.067962746
0.730297043,0.931793196
0.184024636,0.75291259
0.254031465,0.470398362
0.28109434,0.256071544
0.851203837,0.221358901
0.936496727,0.847796084
0.399467233,0.668829926
0.767275805,0.249745832
0.092376957,0.887059778
0.572063899,0.769452576
0.448118268,0.081276237
0.366227166,0.228141757
0.274193707,0.429340398
0.547974446,0.2873308
0.167151998,0.511863597
0.495191592,0.888758656
0.009449097,0.607251229
0.692494127,0.309365842
0.418773323,0.636030678
0.07553643,0.043204852
0.063760302,0.521396959
0.437074627,0.833523246
0.370383646,0.409545949
0.565881762,0.746223677
0.059579095,0.580426984
0.02510188,0.608877289
0.169250782,0.003753588
0.752185184,0.988198563
0.512468772,0.967977043
0.105669951,0.14616643
0.647703633,0.042014255
0.532168158,0.98107035
0.642464528,0.365178429
0.789554711,0.453274769
0.943440151,0.294455181
0.943859362,0.595345719
0.433036148,0.444756409
0.578085547,0.122125702
0.253923114,0.203487894
0.179906896,0.115632442
0.498384473,0.399102209
0.492540381,0.299823736
0.622514556,0.705992035
0.508966937,0.345779461
0.792956326,0.106470719
0.725630938,0.365516593
0.495699534,0.952171865
0.204083417,0.235484656
0.280429053,0.420230031
0.458511146,0.310030587
0.181368585,0.71898007
0.675505527,0.507618149
0.762656467,0.848821046
0.03249076,0.565893119
0.488982514,0.799158953
0.382788826,0.750732696
0.193533374,0.486566951
0.274398426,0.197821014
0.478561442,0.546693962
0.242575491,0.079559266
0.202252801,0.347512155
0.73467772,0.699330119
0.728576665,0.416721943
0.884294519,0.727892373
0.239471729,0.85263864
0.533264771,0.279979836
0.413920351,0.802971752
0.999213913,0.106043545
0.389194003,0.566301195
0.889754065,0.884395825
0.999451616,0.283057077
0.231550487,0.150000714
0.536995526,0.624465489
0.721756677,0.017720339
0.833705649,0.244743224
0.309611449,0.635378781
0.204552549,0.327018772
0.613050195,0.089352013
0.203754828,0.568401977
0.721193252,0.604010075
0.550161865,0.506497769
0.009532341,0.773346891
0.347645911,0.887754284
0.568439978,0.067257291
0.378426819,0.959855682
0.849924578,0.110681084
0.018959451,0.526387825
0.73556895,0.952318448
0.538900332,0.901694222
0.159462073,0.831362498
0.392298336,0.673462503
0.485372836,0.770467912
0.59537592,0.068416756
0.803195995,0.203391667
0.01366232,0.212165482
0.771046885,0.914421599
0.07104828,0.246654984
0.302289783,0.6135991
0.556525508,0.489928414
0.130036715,0.282299689
0.461754494,0.049391535
0.35842592,0.229820527
0.240528927,0.953356222
0.634083954,0.483768181
0.585750439,0.270729254
0.925651335,0.416855418
0.574281551,0.107217534
0.839604056,0.429757438
0.038377762,0.962150012
0.935311412,0.276750164
0.81854771,0.535753557
0.255336572,0.568653263
0.74588815,0.39745561
0.97108627,0.11666873
0.460158991,0.056381889
0.512374504,0.926672386
0.974788388,0.890442619
0.586878444,0.657900566
0.814339565,0.761183428
0.288182801,0.058382884
0.275715537,0.056028642
0.477311387,0.434904661
0.203281555,0.434306112
0.686262564,0.278035283
0.070765418,0.635436516
0.797544708,0.031256634
0.931832302,0.136555961
0.270877768,0.936306758
0.213346007,0.536664938
0.420091074,0.49087892
0.163106189,0.735936564
0.71686163,0.885181668
0.970160176,0.188563479
0.625940142,0.554944759
0.841320307,0.839441484
0.926838179,0.025188731
0.535573642,0.939191903
0.532302687,0.25578709
0.246301477,0.708911918
0.651296866,0.006585097
0.885183563,0.087501847
0.136010644,0.104481641
0.202131484,0.679246146
0.631172843,0.018058771
0.53327048,0.194545984
0.440942193,0.377065686
0.722411921,0.092150193
0.129885814,0.011767373
0.192298754,0.655301366
0.23913565,0.803950765
0.26412023,0.583475128
0.617598199,0.810804028
0.062324877,0.866308698
0.195236038,0.984524198
0.139183027,0.077537621
0.936497075,0.609157163
0.946576435,0.958543896
0.204991836,0.499523629
0.896316116,0.579404356
0.975283706,0.385513627
0.462264723,0.679293937
0.696989295,0.820341978
0.536738704,0.803568296
0.049392494,0.749919891
0.751437082,0.766546751
0.877687238,0.782176272
0.949656137,0.713111417
0.344445381,0.09935448
0.850739421,0.441914906
0.161652292,0.635869495
0.53653125,0.973604541
0.943572375,0.335647231
0.249807581,0.424389791
0.533376042,0.073703839
0.057166932,0.489296278
0.957170729,0.88524976
0.281936166,0.735672549
0.434658666,0.190875747
0.169791097,0.696509368
0.830235427,0.248869677
0.865277948,0.569366999
0.0365804,0.72611601
0.098757436,7.58166E-05
0.887714948,0.845271033
0.848867968,0.231325754
0.946116674,0.018073521
0.368982272,0.162182132
0.682265641,0.135228364
0.316315783,0.41410135
0.985688442,0.830279404
0.331467887,0.823338139
0.757344468,0.821890937
0.979158191,0.607851757
0.610905121,0.328701953
0.535048757,0.118297704
0.839536847,0.814677047
0.657492754,0.314699585
0.106041819,0.872025877
0.621601126,0.338238848
0.671118393,0.59620107
0.591012684,0.989499319
0.130148966,0.290514695
0.90661394,0.994494646
0.897171293,0.858569834
0.211858666,0.813113938
0.695024029,0.164877421
0.751356561,0.470596589
0.858206782,0.261508301
0.916909339,0.06790779
0.670111465,0.346551525
0.175452027,0.233253335
0.435350194,0.317880423
0.902682049,0.470767669
0.354308842,0.630535714
0.954509325,0.680989377
0.538731603,0.034207012
0.058739829,0.636918212
0.328826396,0.225718396
0.418113826,0.775507479
0.074389139,0.306569591
0.390447105,0.490217144
0.550202777,0.705013858
0.59415636,0.555799886
0.095938438,0.45499566
0.178221021,0.695646916
0.265868617,0.18495459
0.07036383,0.628833447
0.28916815,0.475006816
0.229462569,0.381158665
0.553233155,0.974041818
0.806666551,0.379478551
0.651495611,0.92002505
0.626649343,0.392166649
0.72292262,0.375824542
8.64132E-05,0.07525371
0.740340507,0.607432223
0.383174592,0.804687265
0.655628224,0.509635541
0.23834854,0.391836945
0.785736638,0.029018327
0.345096211,0.320715372
0.567504655,0.371653304
0.107643877,0.035359777
0.437229597,0.45587668
0.445239266,0.197220621
0.012663838,0.391717032
0.512655822,0.047535676
0.939884952,0.616615935
0.630861121,0.730653925
0.169052088,0.532715977
0.69801859,0.902118891
0.138371002,0.559664082
0.935746936,0.105342791
0.903375232,0.010178822
0.978767399,0.814136599
0.555263268,0.074814815
0.769019655,0.084159142
0.716770275,0.091119266
0.965073677,0.242262614
0.032025977,0.358323741
0.569931078,0.420258678
0.121567207,0.559599034
0.136952501,0.415853
0.978337429,0.527980394
0.271216389,0.584803579
0.776412478,0.294975809
0.805831403,0.101391938
0.591282689,0.773475743
0.886993832,0.738948937
0.111869392,0.184424456
0.046867692,0.978851282
0.675194549,0.558494031
0.942428547,0.465190241
0.612981249,0.591538211
0.8004923,0.845176031
0.858754447,0.659280926
0.107178768,0.701749225
0.440599681,0.426538785
0.446579055,0.000213218
0.436556958,0.867269528
0.778073859,0.677144602
0.646613667,0.741280165
0.853790551,0.735824167
0.65505505,0.223532861
0.462890607,0.822884154
0.893672863,0.665515308
0.568655367,0.280032766
0.031607247,0.881228258
0.382889799,0.454022735
0.945175198,0.314589225
0.547082073,0.586532681
0.094578002,0.196008864
0.895351913,0.571570384
0.22806558,0.041961261
0.475213536,0.516616329
0.421020048,0.076587104
0.691056281,0.983941702
0.361361262,0.814841625
0.360381555,0.950737007
0.302899989,0.76931177
0.976520994,0.145584652
0.2648025,0.523307622
0.516384409,0.619159261
0.48519496,0.60153081
0.409819971,0.715855697
0.143352701,0.033855296
0.930483762,0.176155471
0.424157602,0.696985083
0.070043524,0.52239663
0.925019386,0.5460181
0.85177809,0.811893168
0.502827007,0.158011743
0.146279226,0.653190395
0.218060997,0.601646248
0.168595731,0.166928875
0.538495438,0.534823329
0.468047783,0.347834906
0.467722752,0.125507223
0.45960982,0.721533142
0.751674775,0.853147061
0.667264344,0.842875791
0.704479819,0.555032692
0.952936542,0.458108248
0.238959416,0.168258667
0.796276149,0.506056595
0.26960952,0.968724798
0.052522814,0.514864688
0.486469374,0.721985177
0.957078777,0.469565096
0.230495399,0.342600955
0.443974556,0.776490453
0.796951262,0.855426274
0.152077431,0.62837502
0.278776848,0.013221235
0.635870774,0.189988312
0.298521919,0.36688668
0.052892048,0.052573521
0.825270079,0.039916977
0.394440719,0.959723147
0.053814648,0.144003
0.677544791,0.226323094
0.754325669,0.865887107
0.788304795,0.538896164
0.196747086,0.855188015
0.208348879,0.943557905
0.871379199,0.997505891
0.112542791,0.631989036
0.126116569,0.157004535
0.545975322,0.649997987
0.713601436,0.226737213
0.604130554,0.052891533
0.259079687,0.903567815
0.550361743,0.59728953
0.940835045,0.473906025
0.220846912,0.593542954
0.251443672,0.353463719
0.997004338,0.501668803
0.11256737,0.379133451
0.014032019,0.956474384
0.851339473,0.826600186
0.320854773,0.069927228
0.187489986,0.936468229
0.392017771,0.192927193
0.299238543,0.190929217
0.990236553,0.371113384
0.332155677,0.670456701
0.071148873,0.754440391
0.131123476,0.245794687
0.483913582,0.078714219
0.963686543,0.523769094
0.868909452,0.664128364
0.228721131,0.010191023
0.531432209,0.284541735
0.758700728,0.447480168
0.296105498,0.037580658
0.298591428,0.49823452
0.778856968,0.986488693
0.93776382,0.946010511
0.523215975,0.650359615
0.019790086,0.399869836
0.53072208,0.96302
0.028155643,0.702693593
0.397344069,0.281684125
0.091686529,0.949762126
0.212341473,0.738833941
0.805266637,0.0045336
0.032967411,0.575688588
0.576014899,0.185208775
0.516577491,0.550524435
0.431642632,0.26966742
0.61478347,0.309038003
0.093837666,0.86429009
0.397633389,0.258248677
0.860009005,0.672069493
0.594145191,0.456704072
0.623586667,0.646968974
0.926763522,0.769029101
0.418293733,0.663159371
0.72846922,0.336291568
0.872512018,0.087046564
0.677680474,0.085764848
0.154018328,0.504957627
0.432808751,0.821911367
0.314804919,0.594485009
0.171444794,0.06293147
0.030393895,0.957255682
0.785005645,0.331666308
0.451324107,0.477108204
0.601067049,0.89857597
0.666370292,0.441079729
0.024265934,0.227533317
0.215990024,0.076918866
0.86327503,0.451082574
0.255271061,0.237689646
0.078511311,0.158528519
0.764608562,0.721632614
0.428076322,0.381714808
0.456306469,0.10353451
0.420133356,0.843126263
0.284654895,0.783107797
0.796779677,0.052573865
0.986778443,0.16468551
0.044337432,0.904004955
0.283217683,0.440231932
0.289804706,0.615020384
0.559987768,0.175143541
0.185944703,0.972732635
0.012375656,0.079834314
0.781269729,0.009478402
0.214346157,0.421057643
0.853528158,0.21208836
0.091130448,0.08043516
0.662640835,0.862200314
0.918125807,0.775084557
0.906467836,0.079994141
0.621203416,0.051953913
0.598263255,0.738098143
0.339461522,0.366663164
0.272233019,0.079469035
0.900216039,0.43918824
0.171522753,0.071556156
0.579106584,0.615947283
0.244361836,0.813581551
0.327975667,0.037856719
0.261134514,0.492163456
0.155682322,0.248876125
0.063869329,0.933930889
0.908086451,0.204372175
0.404857192,0.777930348
0.014555334,0.335982629
0.980708199,0.577539744
0.893169877,0.175665533
0.76095271,0.721917967
0.919818136,0.555123561
0.502408864,0.270106759
0.404839903,0.145982659
0.213688331,0.279178934
0.810762048,0.270455472
0.515170144,0.458591968
0.846540656,0.229464539
0.315544875,0.08286825
0.138199034,0.598055134
0.866043872,0.8156675
0.710752676,0.042889545
0.150567841,0.162718861
0.649869645,0.918378991
0.965872499,0.039680149
0.569463537,0.213970308
0.790122617,0.97175778
0.706819078,0.072914645
0.919692666,0.017046915
0.839154747,0.537563138
0.801614411,0.248091148
0.920011335,0.63424881
0.764252701,0.511921131
0.672452884,0.101342649
0.139451561,0.212592645
0.620415939,0.487558445
0.474971176,0.490502342
0.289199923,0.356132931
0.341573474,0.406085721
0.01265574,0.85509785
0.009777054,0.330841703
0.301751201,0.519047601
0.934346714,0.100242514
0.057628578,0.307744043
0.753856262,0.5602407
0.995060041,0.757870396
0.607531445,0.918691369
0.438080733,0.315745567
0.468783641,0.970844928
0.381815644,0.429645474
0.308484459,0.900501688
0.78647993,0.901816487
0.458153051,0.961458256
0.02229125,0.906458863
0.556596489,0.040992561
0.460899907,0.268753247
0.396443215,0.213551915
0.259899377,0.674969371
0.102168629,0.310730181
0.276047418,0.051425855
0.774931555,0.447722123
0.624626904,0.470235448
0.798198109,0.60103085
0.17255606,0.577168514
0.506522423,0.69574876
0.272256428,0.200987536
0.53263215,0.606128867
0.658694414,0.392676988
0.575364944,0.852383057
0.740086863,0.062527971
0.895760683,0.687332854
0.689879869,0.221497584
0.134884182,0.355292101
0.409597264,0.704516763
0.890278834,0.684598876
0.306918728,0.887135904
0.819945267,0.546344408
0.404488029,0.182303852
0.208180676,0.714811921
0.623669225,0.448093826
0.197844186,0.622149303
0.726182031,0.037777955
0.062428456,0.109090563
0.566350269,0.456699683
0.884368073,0.7438019
0.729841398,0.982949878
0.024320466,0.642652584
0.645139904,0.773558488
0.946996187,0.757999164
0.982466653,0.897648393
0.670364223,0.048216944
0.653559663,0.395586385
0.691661764,0.45854634
0.392218641,0.236780122
0.622198454,0.388556609
0.740179298,0.116800386
0.414690535,0.488598485
0.593284249,0.403435484
0.245458574,0.379374628
0.740820349,0.910834812
0.294455156,0.209379665
0.815059127,0.116339442
0.547983916,0.637302155
0.602669196,0.174294396
0.471144992,0.047063344
0.820093251,0.888689345
0.356071184,0.093282848
0.050804639,0.67253437
0.039234142,0.773300275
0.662994214,0.646489733
0.909311941,0.937011538
0.636173073,0.571540696
0.949121069,0.691131847
0.621970159,0.370631553
0.571166689,0.531042675
0.269150025,0.425375554
0.179115622,0.024456485
0.769614572,0.744523902
0.775276347,0.957227278
0.347715732,0.427788712
0.315871086,0.609646648
0.87410349,0.556932725
0.405938055,0.460691525
0.345364591,0.245448478
0.237070144,0.824974965
0.835458167,0.587027814
0.234563053,0.878023354
0.0729231,0.228835196
0.075169718,0.665897768
0.817261631,0.355079391
0.905352539,0.883767117
0.731983888,0.233313697
0.513779483,0.927650793
0.461002276,0.879972039
0.341622492,0.758907828
0.155443435,0.413986057
0.884620935,0.558509347
0.795096693,0.704916714
0.02118765,0.730168509
0.827521219,0.718482785
0.556549059,0.472722853
0.712513991,0.386030305
0.537411802,0.344782707
0.194784803,0.960941761
0.790605149,0.582093709
0.730307399,0.846980158
0.953810385,0.335609746
0.844998126,0.21155497
0.404562501,0.783154184
0.381840468,0.29111379
0.847843923,0.041452687
0.123291494,0.321269753
0.060087598,0.620065803
0.435556135,0.751016398
0.264806625,0.122799982
0.067041676,0.708430905
0.851066344,0.731395178
0.484928199,0.81428937
0.560017973,0.77126752
0.797349431,0.517197473
0.356248536,0.867152462
0.940569001,0.946763034
0.356957532,0.014128363
0.402735311,0.477407882
0.076968742,0.936681076
0.13779878,0.441313453
0.401753607,0.959908606
0.11585371,0.288406582
0.607229472,0.202773115
0.714811739,0.272844382
0.343297928,0.627191489
0.050355555,0.047522432
0.698492506,0.018661862
0.391850222,0.850101188
0.30988609,0.641055894
0.37977889,0.808550244
0.785380601,0.897829863
0.64455436,0.623301944
0.832626459,0.858392262
0.32416917,0.608594115
0.30514895,0.140779825
0.523660037,0.987160284
0.83416869,0.633493708
0.728676184,0.339076412
0.448855794,0.734264564
